,regularMarketPrice,logo_url,52WeekChange,SandP52WeekChange,address1,algorithm,annualHoldingsTurnover,annualReportExpenseRatio,ask,askSize,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,beta3Year,bid,bidSize,bookValue,category,circulatingSupply,city,companyOfficers,country,currency,currentPrice,currentRatio,dateShortInterest,dayHigh,dayLow,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,exDividendDate,exchange,exchangeTimezoneName,exchangeTimezoneShortName,expireDate,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,financialCurrency,fiveYearAverageReturn,fiveYearAvgDividendYield,floatShares,forwardEps,forwardPE,freeCashflow,fromCurrency,fullTimeEmployees,fundFamily,fundInceptionDate,gmtOffSetMilliseconds,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,industry,isEsgPopulated,lastCapGain,lastDividendDate,lastDividendValue,lastFiscalYearEnd,lastMarket,lastSplitDate,lastSplitFactor,legalType,longBusinessSummary,longName,market,marketCap,maxAge,maxSupply,messageBoardId,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,navPrice,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,open,openInterest,operatingCashflow,operatingMargins,payoutRatio,pegRatio,phone,previousClose,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,quoteType,recommendationKey,recommendationMean,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortName,shortPercentOfFloat,shortRatio,startDate,state,strikePrice,symbol,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,toCurrency,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,tradeable,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,twoHundredDayAverage,volume,volume24Hr,volumeAllCurrencies,website,yield,ytdReturn,zip,trailingPE,fax,address2
79,5.51,https://logo.clearbit.com/affimed.com,-0.066777945,0.2825023,Technologiepark,,,,5.52,1000.0,966460.0,1810490.0,966460.0,2.575064,,5.51,900.0,1.117,,,Heidelberg,[],Germany,USD,5.51,3.066,1639526400.0,5.6,5.47,8.328,,,,,-49960000.0,-1.22298,-9.649,11.801,482071168,,NGM,America/New_York,EST,,6.2846,11.74,4.78,EUR,,,116568631.0,-0.59,-9.338984,-1426750,,153.0,,,-18000000,1.0,28857000.0,0.027709998,0.64624,,Biotechnology,False,,,,1609372800,,,,,"Affimed N.V., a clinical-stage biopharmaceutical company, focuses on discovering and developing cancer immunotherapies in the United States, Europe, and Germany. Its lead product candidate is AFM13, which has completed Phase II clinical study of CD30-positive T-cell lymphoma, and hodgkin lymphoma (HL), as well as is in Phase II clinical trials for peripheral T-cell lymphoma, and transformed mycosis fungoides; that is in Phase I clinical study in combination with adoptive NK cells for CD30-postive lymphomas; and has completed Phase Ib clinical study in combination with anti-PD-1 antibody Keytruda (pembrolizumab) in patients with relapsed HL. The company is also developing AFM24, a tetravalent, bispecific epidermal growth factor receptor, and CD16A-binding innate cell engager, which is in Phase I/IIa clinical trials for the treatment of advanced cancer patients; and AFM26, an innate cell-engaging bispecific antibody targeting B cell maturation antigen (BCMA) for the treatment of multiple myeloma. The company has collaboration agreements with The University of Texas MD Anderson Cancer Center; Genentech, Inc.; Roivant Sciences Ltd.; and Roche Holding AG, as well as research funding agreement with The Leukemia & Lymphoma Society. The company was formerly known as Affimed Therapeutics B.V. and changed its name to Affimed N.V. in October 2014. Affimed N.V. was founded in 2000 and is headquartered in Heidelberg, Germany.",Affimed N.V.,us_market,660081472,1.0,,finmb_849883,,,1632960000,,-49308000,1672444800,7,5.57,,-43227000,-1.23894,0,,49 6221 6743 60,5.59,2.0,4.932856,16.15827,-1.20702,3.046,EQUITY,buy,1.6,5.6,5.47,5.57,5.59,459043.0,-0.19272,-0.54522,-0.165,0.365,,Healthcare,119797000.0,0.029000001,3471524.0,1636934400.0,2870132.0,Affimed N.V.,0.0298,1.23,,,,AFMD,18,10.99,13.35,12,,,,198742000.0,1.659,11147000.0,40851000.0,False,,,-0.499,7.3521,459043.0,,,https://www.affimed.com,,,69120,,49 6221 6743 649,Im Neuenheimer Feld 582
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3.22,https://logo.clearbit.com/agenusbio.com,0.043343663,0.29132175,3 Forbes Road,,,,3.21,1800.0,5557230.0,4415171.0,5557230.0,1.134545,,3.21,21500.0,0.169,,,Lexington,[],United States,USD,3.22,2.054,1639526400.0,3.415,3.2,153.562,,,,,75137000.0,0.24500999,8.681,2.127,652288576,,NCM,America/New_York,EST,,3.654,6.79,2.5,USD,,,227177452.0,-0.95,-3.3894737,-31354624,,359.0,,,-18000000,0.46495,-56796000.0,0.11642,0.47994998,,Biotechnology,False,,,,1609372800,,1317600000,1:6,,"Agenus Inc., a clinical-stage immuno-oncology company, discovers and develops immuno-oncology products in the United States and internationally. The company offers Retrocyte Display, an antibody expression platform for the identification of fully human and humanized monoclonal antibodies; and display technologies. It develops vaccine programs comprising Prophage vaccine candidate; AutoSynVax, a synthetic neo-antigen; PhosPhoSynVax, a vaccine candidate to treat tumor; and QS-21 Stimulon adjuvant, a saponin-based vaccine adjuvant. The company also develops Balstilimab, an anti-PD-1 antagonist that is in Phase II clinical trial to treat second line cervical cancer; AGEN1181, an anti-CTLA-4 monospecific antibody that is in Phase 1/2 clinical trial for dose escalation study; AGEN2373, an anti-CD137 monospecific antibody that is in Phase 1 clinical trial; AGEN1223, a novel bispecific antibody to deplete regulatory T cells, which is in a Phase 1 clinical trial; AGEN-1423, a tumor microenvironment conditioning anti-CD73/TGFÃ TRAP bi-functional antibody that has completed Phase 1 clinical trial; AGEN1777, an anti-TIGIT bispecific antibodies; and AGEN1327, an anti-TIGIT monospecific antibody. In addition, it develops INCAGN1876, an anti-GITR monospecific antibody; INCAGN1949, an anti-OX40 monospecific antibody; INCAGN2390, an anti-TIM-3 monospecific antibody; INCAGN2385, an anti-LAG-3 monospecific antibody; and MK-4830, a monospecific antibody targeting ILT4, as well as AGENT 797, an iNKT cells that is in Phase 1 clinical trial for the treatment of COVID-19-related pneumonia; and in preclinical stage to treat multiple myeloma/B cell malignancies and solid tumors. The company has collaborations with Incyte Corporation, Merck Sharpe & Dohme, Recepta Biopharma SA, and Gilead Sciences, Inc. The company was formerly known as Antigenics Inc. and changed its name to Agenus Inc. in January 2011. Agenus Inc. was founded in 1994 and is headquartered in Lexington, Massachusetts.",Agenus Inc.,us_market,826995840,1.0,,finmb_409956,,,1632960000,,3768000,1672444800,3,3.36,,-2518000,0.22228001,0,,781 674 4400,3.37,4.0,19.053255,2.696714,0.0129700005,1.887,EQUITY,buy,1.7,3.415,3.2,3.36,3.37,3594912.0,0.13270001,,16.055,1.44,,Healthcare,256831008.0,0.0727,18674365.0,1636934400.0,15263724.0,Agenus Inc.,0.0733,4.37,,MA,,AGEN,12,7,10,11,,,,261528000.0,1.018,54596000.0,306668000.0,False,,,0.018,4.4599,3594912.0,,,https://agenusbio.com,,,02421-7305,178.8889,781 674 4200,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,33.83,https://logo.clearbit.com/agios.com,-0.20295638,0.2505386,88 Sidney Street,,,,33.7,1000.0,1126110.0,538730.0,1126110.0,1.51948,,33.64,1100.0,25.491,,,Cambridge,[],United States,USD,33.83,22.545,1638230400.0,33.88,31.985,7.108,,,,,-329336000.0,-1.62078,-2.058,3.336,677936832,,NMS,America/New_York,EST,,40.8908,62.16,29.21,USD,,,53593774.0,-5.86,-5.773038,-137810496,,562.0,,,-18000000,-0.93193,-167079000.0,0.01184,1.13754,,Biotechnology,False,,,,1609372800,,,,,"Agios Pharmaceuticals, Inc., a biopharmaceutical company, engages in the discovery and development of medicines in the field of cellular metabolism and adjacent areas of biology. The company offers TIBSOVO (ivosidenib), an oral targeted inhibitor for treating adult patients with relapsed or refractory acute myeloid leukemia (R/R AML), as well as to treat patients with newly diagnosed AML; and IDHIFA (enasidenib), an oral targeted inhibitor for patients with R/R AML and an isocitrate dehydrogenase 2 mutation. It is also developing TIBSOVO, which has completed Phase II clinical trials to treat IC eligible frontline AML; that is in Phase III clinical trials for treating IC ineligible frontline AML; and that is in Phase III clinical trials for the treatment of cholangiocarcinoma, as well as in early stage clinical development to treat glioma and solid tumors. In addition, the company is developing IDHIFA, which has completed Phase II clinical study for treating IC eligible frontline AML; and that is in Phase I/II clinical trials for the treatment of IC ineligible frontline AML. Further, it is developing mitapivat, which is in Phase III clinical trials to treat pyruvate kinase deficiency, as well as in Phase II clinical study for treating thalassemia and sickle cell disease; vorasidenib (AG-881) that is in Phase I clinical trials for the treatment of solid tumors, including glioma; AG-270, which is in Phase I dose-escalation trial to treat methylthioadenosine phosphorylase deleted tumors; and AG-946 that is in Phase I clinical study for treating hemolytic anemias and other indications. Agios Pharmaceuticals, Inc. was incorporated in 2007 and is based in Cambridge, Massachusetts.","Agios Pharmaceuticals, Inc.",us_market,1837256704,1.0,,finmb_46539787,,,1632960000,,-340532000,1672444800,8,33.23,,-372624000,-1.66911,0,0.03,617 649 8600,33.97,2.0,1.3271352,9.041796,7.8824596,21.989,EQUITY,buy,2.4,33.88,31.985,33.23,33.97,325549.0,-0.17304,-0.36319,,3.165,,Healthcare,54308500.0,0.1364,7409918.0,1635465600.0,7041294.0,"Agios Pharmaceuticals, Inc.",0.2385,15.67,,MA,,AGIO,95,37,59.88,59,,,,1266056960.0,23.312,99135000.0,203196000.0,False,,,24.95,48.90735,325549.0,,,https://www.agios.com,,,02139-4169,1.3559119,,2nd Floor
86,15.04,https://logo.clearbit.com/agnc.com,-0.011695921,0.29132175,2 Bethesda Metro Center,,,,15.05,1800.0,6781270.0,6335711.0,6781270.0,1.021298,,15.06,1800.0,17.508,,,Bethesda,[],United States,USD,15.04,0.202,1639526400.0,15.23,15.02,438.655,1.44,0.0947,-0.696,-0.68,,0.0,,27.565,45316857856,1640822400,NMS,America/New_York,EST,,15.7834,18.84,14.42,USD,,11.34,520399419.0,2.52,5.968254,,,50.0,,,-18000000,1.0,-27000000.0,0.00392,0.51525,,REIT—Mortgage,False,,1640822400,0.12,1609372800,,,,,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. The company invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. It funds its investments primarily through collateralized borrowings structured as repurchase agreements. The company has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",AGNC Investment Corp.,us_market,7894616064,1.0,,finmb_41018622,,,1632960000,,1451000064,1672444800,13,15.105,,1574000000,0.94343,0.5393,1.73,301 968 9315,15.21,2.0,0.8590359,4.802078,0.94343,0.194,EQUITY,buy,2.3,15.23,15.02,15.105,15.21,6301382.0,0.02085,0.14496,-0.657,3.084,,Real Estate,524908000.0,0.03,15747595.0,1636934400.0,14024506.0,AGNC Investment Corp.,0.0301,2.22,,MD,,AGNC,18,15.5,16.83,16.5,,,,11000000512.0,20.956,46843998208.0,1644000000.0,False,1.44,0.09467456,2.713,16.6111,6301382.0,,,https://www.agnc.com,,,20814,5.5436783,301 968 9301,12th Floor
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.4881,https://logo.clearbit.com/agiletherapeutics.com,-0.8240143,0.29132175,101 Poor Farm Road,,,,0.4876,1400.0,1489100.0,2295268.0,1489100.0,0.993766,,0.4886,900.0,0.113,,,Princeton,[],United States,USD,0.4881,2.274,1639526400.0,0.4998,0.4702,154.223,,,,,-63611000,0.0,-0.964,18.373,61292892,,NCM,America/New_York,EST,,0.67146,3.77,0.4702,USD,,,98527448.0,-0.39,-1.2515385,-41816752,,28.0,,,-18000000,-0.58843,467000.0,0.01039,0.34605,,Drug Manufacturers—Specialty & Generic,False,,,,1609372800,,,,,"Agile Therapeutics, Inc., a women's healthcare company, researches, develops, and commercializes prescription contraceptive products for women in the United States. Its lead product is Twirla, also known as AG200-15, a once-weekly prescription contraceptive patch. The company is also developing a pipeline of Twirla line extensions and other transdermal contraceptive products, including AG200-15 Extended Regimen (ER), a regimen that allows a woman to have four episodes of withdrawal bleeding per year; AG200-15 smaller patch (SmP), which is a regimen designed to provide shorter and lighter withdrawal bleeds, and enhance contraceptive efficacy; AG200-15 ER SmP, a regimen to allow a woman to extend the length of her contraceptive cycle, as well as have shorter and lighter withdrawal bleeding episodes per year; and AG890, a progestin-only contraceptive patch intended for use by women who are unable or unwilling to take estrogen. Agile Therapeutics, Inc. was incorporated in 1997 and is headquartered in Princeton, New Jersey.","Agile Therapeutics, Inc.",us_market,59253388,1.0,,finmb_858721,,,1632960000,,-69157000,1672444800,3,0.4702,,-65926000,-19.60072,0,,609 683 1880,0.4906,4.0,4.319469,17.761806,0,1.677,EQUITY,buy,1.7,0.4998,0.4702,0.4702,0.4906,1363231.0,-0.64821,-1.80073,,0.037,,Healthcare,121396000.0,0.0199,2411846.0,1636934400.0,1443107.0,"Agile Therapeutics, Inc.",0.024600001,1.24,,NJ,,AGRX,4,2,2.83,2.5,,,,14735000.0,0.121,16471000.0,3336000.0,False,,,-0.774,1.20598,1363231.0,,,https://www.agiletherapeutics.com,,,08540,,,
91,1.9,https://logo.clearbit.com/agtc.com,-0.5437788,0.29132175,14193 NW 119th Terrace,,,,1.92,2200.0,556020.0,636509.0,556020.0,1.934025,,1.91,1300.0,1.622,,,Alachua,[],United States,USD,1.9,4.302,1639526400.0,2.0384,1.9,35.156,,,,,-58371000,0.0,-0.322,37.594,18796832,,NGM,America/New_York,EST,,2.3296,9.67,1.84,USD,,,38753795.0,-1.35,-1.4074074,-32141624,,83.0,,,-18000000,0.0,-22583000.0,0.00537,0.44672,,Biotechnology,False,,,,1625011200,,,,,"Applied Genetic Technologies Corporation, a clinical-stage biotechnology company, develops transformational genetic therapies for patients suffering from rare and debilitating diseases. Its advanced product candidates include three ophthalmology development programs across two targets, including X-linked retinitis pigmentosa, which is in the Phase I/II clinical trials; and achromatopsia that is in Phase I/II clinical trials. It is also developing an optogenetic product candidate to treat advanced retinal disease. In addition, the company has initiated one preclinical program in otology; and two preclinical programs in targeting central nervous system disorders, including frontotemporal dementia and amyotrophic lateral sclerosis. It has collaboration agreements with University of Florida; Bionic Sight, LLC; and Otonomy, Inc. Applied Genetic Technologies Corporation was incorporated in 1999 and is headquartered in Alachua, Florida.",Applied Genetic Technologies Corporation,us_market,81440840,1.0,,finmb_7604030,,,1632960000,,-59568000,1688083200,8,1.97,,-54192000,-119.628,0,,386 462 2204,1.98,4.0,1.1713934,162.88168,0,4.169,EQUITY,buy,1.7,2.0384,1.9,1.97,1.98,551968.0,-0.38142,-0.94758004,,0.014,,Healthcare,42863600.0,0.0476,2038724.0,1636934400.0,2248345.0,Applied Genetic Technologies Co,0.0477,2.27,,FL,,AGTC,35,8,16,12,,,,90515000.0,2.112,24442000.0,500000.0,False,,,-1.611,3.46935,551968.0,,,https://agtc.com,,,32615,,,Suite 10
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,6.0,https://logo.clearbit.com/alliedhpi.com,0.22176588,0.27608383,1720 Sublette Avenue,,,,6.0,1200.0,1398230.0,1593540.0,1398230.0,-5.08,,5.95,1200.0,2.392,,,Saint Louis,[],United States,USD,6.0,1.731,1639526400.0,6.1,5.7,24.086,,,,,-816254,-0.024400001,-31.769,0.775,25931206,835747200,NCM,America/New_York,EST,,5.601,16.41,3.45,USD,,,3513611.0,,,-186258,,189.0,,,-18000000,0.18455,7109496.0,0.18821,0.047670003,,Medical Devices,False,,835747200,0.14,1625011200,,1481068800,1:2,,"Allied Healthcare Products, Inc. manufactures and markets respiratory products for use in the health care industry in a range of hospitals and alternate site settings worldwide. The company offers respiratory care/anesthesia products, including air compressors, calibration equipment, humidifiers, croup tents, and equipment dryers, as well as respiratory disposable products, such as oxygen tubing products, facemasks, cannulas, and ventilator circuits; and home respiratory care products comprising aluminum oxygen cylinders, oxygen regulators, pneumatic nebulizers, portable suction equipment, and a line of respiratory disposable products. It also provides medical gas equipment, which include construction products consisting of in-wall medical system components, central station pumps and compressors, and headwalls; regulation devices and suction equipment comprising flowmeters, vacuum regulators, and pressure regulators, as well as related adapters, fittings, and hoses that measure, regulate, monitor, and transfer medical gases from walled piping or equipment to patients; and disposable oxygen cylinders to provide oxygen for short periods. In addition, the company offers emergency medical products that include respiratory/resuscitation products, such as demand resuscitation valves, portable resuscitation systems, bag masks and related products, emergency transport ventilators, precision oxygen regulators, minilators, multilators, and humidifiers; and trauma and patient handling products that include spine immobilization products, pneumatic anti-shock garments, and trauma burn kits. It serves hospitals, hospital equipment dealers, hospital construction contractors, home health care dealers, emergency medical products dealers, and others. The company was incorporated in 1979 and is headquartered in St. Louis, Missouri.","Allied Healthcare Products, Inc.",us_market,24081240,1.0,,finmb_24618,,,1632960000,,856563,1688083200,,5.85,,-840216,-0.040170003,0,,314 771 2400,5.95,2.0,2.5083613,0.7199709,0.025610002,0.454,EQUITY,none,,6.1,5.7,5.85,5.95,280551.0,-0.045679998,0.09348,-0.278,8.334,,Healthcare,4013540.0,0.0402,161403.0,1636934400.0,97022.0,"Allied Healthcare Products, Inc",0.0436,0.04,,MO,,AHPI,,,,,,,,261806.0,0.065,2312467.0,33447520.0,False,,,0.211,5.87135,280551.0,,,https://www.alliedhpi.com,,,63110,28.43602,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,12.96,https://logo.clearbit.com/apolloic.com,0.2292453,0.26514983,9 West 57th Street,,,,12.97,800.0,817370.0,378270.0,817370.0,2.026493,,12.95,1100.0,16.07,,,New York,[],United States,USD,12.96,1.302,1638230400.0,13.071,12.87,153.762,1.24,0.0952,-0.233,-0.236,,0.0,,11.546,2408815104,1639699200,NGM,America/New_York,EST,,13.1318,15.27,10.4,USD,,12.16,,1.39,9.323741,66585248,,,,,-18000000,1.0,216749000.0,0.00602,0.32834,,Asset Management,False,,1639699200,0.36,1617148800,,1543795200,1:3,,"Apollo Investment Corporation is business development company specializing in middle market companies. It provides direct equity capital, mezzanine and senior secured loans, unsecured debt, and subordinated debt and loans. It also seeks to invest in PIPES transactions. The fund may also invest in securities of public companies that are thinly traded and may acquire investments in the secondary market and structured products. It prefers to invest in warrants, makes equity co-investments, and may also invest in cash equivalents, U.S. government securities, high-quality debt investments that mature in one year or less, high-yield bonds, distressed debt, non-U.S. investments, or securities of public companies that are not thinly traded. It also focuses on other investments such as collateralized loan obligations and credit-linked notes. The fund typically invests in building materials, business services, cable television, chemicals, consumer products, direct marketing, distribution, energy and utilities, financial services, healthcare, manufacturing, media, publishing, retail and transportation. It primarily invests between $20 million and $250 million in its portfolio companies. The fund seeks to make investments with stated maturities of five to 10 years.",Apollo Investment Corporation,us_market,834035648,1.0,,finmb_9589328,,,1632960000,,133162000,1680220800,9,13.03,,111828000,0.73456,0.6108,3.12,212-515-3200,13.03,2.0,0.8064717,3.9976592,0.63827,1.273,EQUITY,hold,3,13.071,12.87,13.03,13.03,82053.0,0.03585,0.13011,-0.036,3.2,,Financial Services,64354600.0,0.0232,1495507.0,1635465600.0,2010223.0,Apollo Investment Corporation -,0.024400001,4.18,,NY,,AINV,16,12,13.86,13.5,,,,27518000.0,0.428,1597792000.0,208631008.0,False,1.29,0.0990023,2.043,13.7289,82053.0,,,https://www.apolloic.com,,,10019,6.343612,212-515-3251,43rd Floor
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,117.04,https://logo.clearbit.com/akamai.com,0.11316991,0.29132175,145 Broadway,,,,117.1,900.0,1111730.0,1318188.0,1111730.0,0.53974,,115.63,1300.0,28.213,,,Cambridge,[],United States,USD,117.04,3.776,1639526400.0,117.435,116.415,62.094,,,0.137,0.128,1133944064,0.33330002,17.605,5.868,19962648576,,NMS,America/New_York,EST,,111.3708,124.91,92.64,USD,,,159878613,5.93,19.73693,606096512,,8411.0,,,-18000000,0.63335,2065477000.0,0.01564,0.93289,,Software—Infrastructure,False,,,,1609372800,,,,,"Akamai Technologies, Inc. provides cloud services for securing, delivering, and optimizing content and business applications over the internet in the United States and internationally. The company offers cloud and enterprise security solutions to keep infrastructure, websites, applications, application programming interfaces, and users safe from various cyberattacks and online threats while enhancing performance. It also provides web and mobile performance solutions to enable dynamic websites and applications; media delivery solutions, including video streaming and video player services, game and software delivery, broadcast operations, authoritative domain name system, resolution, and data and analytics; and edge compute solutions to enable developers to deploy and distribute code at the edge. In addition, the company offers carrier offerings, including cyberthreat protection, parental controls, DNS infrastructure and content delivery solutions; and an array of service and support to assist customers with integrating, configuring, optimizing, and managing its offerings. It sells its solutions through direct sales and service organizations, as well as through various channel partners. Akamai Technologies, Inc. has a strategic partnership with Queue-It to deliver a cure for Covid vaccine registration. The company was founded in 1998 and is headquartered in Cambridge, Massachusetts.","Akamai Technologies, Inc.",us_market,19016658944,1.0,,finmb_24522,,,1632960000,,604478016,1672444800,13,117.04,,1308755968,0.22331,0,1.74,617-444-3000,117.15,2.0,4.1484423,5.589597,0.17767,3.524,EQUITY,buy,2.3,117.435,116.415,117.04,117.15,717377.0,0.060760003,0.13912,0.085,20.882,,Technology,162480000.0,0.0728,11831762.0,1636934400.0,9524854.0,"Akamai Technologies, Inc.",0.0832,8.81,,MA,,AKAM,183,120,135.31,130,,,,1917284992.0,11.8,2845411072.0,3402151936.0,False,,,3.641,111.3282,717377.0,,,https://www.akamai.com,,,02142,32.145016,617-444-3001,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
